frame,time_sec,base_qw,base_qx,base_qy,base_qz,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,qdot1,qdot2,qdot3,qdot4,qdot5,qdot6,qdot7,qdot8,qdot9,qdot10,qdot11,qdot12,qdot13,
11,0.4166666666666670,0.9551777839660650,-0.007764617446810010,0.29354673624038700,-0.03749186918139460,0.13182461261749300,0.4981997609138490,-1.317933440208440,-0.1356278359889980,0.4981997609138490,-1.317933440208440,-1.201844334602360,-0.1559077650308610,0.20469199120998400,-1.0520079135894800,0.15780556201934800,0.20469199120998400,-1.0520079135894800,0.0,4.834463596344000,1.388986587524410,0.0,4.834463596344000,1.388986587524410,-4.766321182250980,0.0,-10.687317252159100,16.08417320251470,0.0,-10.687317252159100,16.08417320251470,4.766321182250980
12,0.4583333333333330,0.9659258127212520,-0.008983182720839980,0.25724443793296800,-0.027053993195295300,0.13182461261749300,0.6802168488502500,-1.3673275709152200,-0.1356278359889980,0.6802168488502500,-1.3673275709152200,-1.233121633529660,-0.1559077650308610,0.0,-0.6086240410804750,0.15780556201934800,0.0,-0.6086240410804750,0.0,4.368410110473630,-1.1854591369628900,0.0,4.368410110473630,-1.1854591369628900,-0.7506551742553710,0.0,-4.912607789039610,10.641212940216100,0.0,-4.912607789039610,10.641212940216100,0.7506551742553710
13,0.5,0.978792130947113,-0.008007061667740350,0.20380966365337400,-0.019064968451857600,0.13182461261749300,0.8565049171447750,-1.7769262790679900,-0.1356278359889980,0.8565049171447750,-1.7769262790679900,-1.0614110231399500,-0.1559077650308610,0.20469199120998400,-0.7429553866386410,0.15780556201934800,0.20469199120998400,-0.7429553866386410,0.0,4.230913639068600,-9.830368995666510,0.0,4.230913639068600,-9.830368995666510,4.121054649353030,0.0,4.912607789039610,-3.223952293396000,0.0,4.912607789039610,-3.223952293396000,-4.121054649353030
14,0.5416666666666670,0.989509642124176,-0.005611799191683530,0.1437220424413680,-0.013536330312490500,0.13182461261749300,0.9048081040382390,-2.220496416091920,-0.1356278359889980,0.9048081040382390,-2.220496416091920,-0.7599520087242130,-0.1559077650308610,0.6499969363212590,-1.1547969579696700,0.15780556201934800,0.6499969363212590,-1.1547969579696700,0.0,1.1592764854431200,-10.645683288574200,0.0,1.1592764854431200,-10.645683288574200,7.235016345977790,0.0,10.687318682670600,-9.88419771194458,0.0,10.687318682670600,-9.88419771194458,-7.235016345977790
15,0.5833333333333330,0.9961947202682500,-0.0030250325798988300,0.08662550896406170,-0.009110269136726860,0.13182461261749300,0.6802168488502500,-2.180323362350460,-0.1356278359889980,0.6802168488502500,-2.180323362350460,-0.43865010142326400,-0.1559077650308610,1.0356413125991800,-1.3924822807312000,0.15780556201934800,1.0356413125991800,-1.3924822807312000,0.0,-5.390190124511720,0.9641532897949220,0.0,-5.390190124511720,0.9641532897949220,7.711245775222780,0.0,9.255465030670170,-5.7044477462768600,0.0,9.255465030670170,-5.7044477462768600,-7.711245775222780
16,0.625,0.999151349067688,-0.0012308527948334800,0.04088982939720150,-0.004824998788535600,0.13182461261749300,0.0010868879035115200,-1.4936870336532600,-0.1356278359889980,0.0010868879035115200,-1.4936870336532600,-0.19871209561824800,-0.1559077650308610,1.172336459159850,-1.140270471572880,0.15780556201934800,1.172336459159850,-1.140270471572880,0.0,-16.29911906272170,16.47927188873290,0.0,-16.29911906272170,16.47927188873290,5.7585121393203700,0.0,3.2806835174560500,6.053083419799810,0.0,3.2806835174560500,6.053083419799810,-5.7585121393203700
17,0.6666666666666670,0.9999403953552250,-0.00027970370138064000,0.010832136496901500,-0.0014016353525221300,0.13182461261749300,-0.7738437652587890,-0.6945968270301820,-0.1356278359889980,-0.7738437652587890,-0.6945968270301820,-0.051941461861133600,-0.1559077650308610,1.1618037223815900,-0.659734308719635,0.15780556201934800,1.1618037223815900,-0.659734308719635,0.0,-18.598335675895200,19.17816495895390,0.0,-18.598335675895200,19.17816495895390,3.522495210170750,0.0,-0.25278568267822300,11.532867908477800,0.0,-0.25278568267822300,11.532867908477800,-3.522495210170750
18,0.7083333333333330,1.0,0.0,0.0,0.0,0.13182461261749300,-1.0417671203613300,-0.3713272511959080,-0.1356278359889980,-1.0417671203613300,-0.3713272511959080,0.0,-0.1559077650308610,1.1315841674804700,-0.4114649295806890,0.15780556201934800,1.1315841674804700,-0.4114649295806890,0.0,-6.430160522460940,7.758469820022580,0.0,-6.430160522460940,7.758469820022580,1.2465950846672100,0.0,-0.7252693176269530,5.958465099334720,0.0,-0.7252693176269530,5.958465099334720,-1.2465950846672100
19,0.75,0.9985954761505130,-0.00019871776748914300,0.05206962674856190,-0.009788458235561850,0.13182461261749300,-0.8898807168006900,-0.5481790900230410,-0.1356278359889980,-0.8898807168006900,-0.5481790900230410,-0.1136375442147260,-0.1559077650308610,1.1618037223815900,-0.7945712208747860,0.15780556201934800,1.1618037223815900,-0.7945712208747860,0.0,3.6452736854553200,-4.244444131851200,0.0,3.6452736854553200,-4.244444131851200,-2.727301061153410,0.0,0.7252693176269530,-9.194550991058350,0.0,0.7252693176269530,-9.194550991058350,2.727301061153410
20,0.7916666666666670,0.9864392876625060,-0.0010003455681726300,0.16148091852664900,-0.029333822429180100,0.13182461261749300,-0.47585296630859400,-0.9368524551391600,-0.1356278359889980,-0.47585296630859400,-0.9368524551391600,-0.381991446018219,-0.1559077650308610,1.172336459159850,-1.5820082426071200,0.15780556201934800,1.172336459159850,-1.5820082426071200,0.0,9.936666011810300,-9.328160762786870,0.0,9.936666011810300,-9.328160762786870,-6.440493643283840,0.0,0.25278568267822300,-18.898488521575900,0.0,0.25278568267822300,-18.898488521575900,6.440493643283840
21,0.8333333333333330,0.9660037755966190,-0.0026872155722230700,0.25485435128212000,-0.04334420710802080,0.13182461261749300,0.0,-1.2977553606033300,-0.1356278359889980,0.0,-1.2977553606033300,-0.7007306814193730,-0.1559077650308610,1.0356413125991800,-1.9955416917800900,0.15780556201934800,1.0356413125991800,-1.9955416917800900,0.0,11.42047119140630,-8.661669731140140,0.0,11.42047119140630,-8.661669731140140,-7.6497416496276900,0.0,-3.2806835174560500,-9.924802780151370,0.0,-3.2806835174560500,-9.924802780151370,7.6497416496276900
22,0.875,0.9582218527793880,-0.0052956631407141700,0.28288301825523400,-0.041952747851610200,0.13182461261749300,0.3604508638381960,-1.44624662399292,-0.1356278359889980,0.3604508638381960,-1.44624662399292,-0.9788314700126650,-0.1559077650308610,0.6499968767166140,-1.6627519130706800,0.15780556201934800,0.6499968767166140,-1.6627519130706800,0.0,8.6508207321167,-3.5637903213501000,0.0,8.6508207321167,-3.5637903213501000,-6.674418926239010,0.0,-9.25546646118164,7.986954689025880,0.0,-9.25546646118164,7.986954689025880,6.674418926239010
23,0.9166666666666670,0.9621642827987670,-0.007834583520889280,0.27038538455963100,-0.032716162502765700,0.13182461261749300,0.594160795211792,-1.4214953184127800,-0.1356278359889980,0.594160795211792,-1.4214953184127800,-1.1655700206756600,-0.1559077650308610,0.20469199120998400,-0.9671358466148380,0.15780556201934800,0.20469199120998400,-0.9671358466148380,0.0,5.609038352966310,0.5940313339233400,0.0,5.609038352966310,0.5940313339233400,-4.481725215911870,0.0,-10.687317252159100,16.694785594940200,0.0,-10.687317252159100,16.694785594940200,4.481725215911870
24,0.9583333333333330,0.9659258127212520,-0.008983182720839980,0.25724443793296800,-0.027053993195295300,0.13182461261749300,0.6802168488502500,-1.3673275709152200,-0.1356278359889980,0.6802168488502500,-1.3673275709152200,-1.233121633529660,-0.1559077650308610,0.0,-0.6086240410804750,0.15780556201934800,0.0,-0.6086240410804750,0.0,2.0653452873230000,1.3000259399414100,0.0,2.0653452873230000,1.3000259399414100,-1.6212387084960900,0.0,-4.912607789039610,8.604283332824710,0.0,-4.912607789039610,8.604283332824710,1.6212387084960900
25,1.0,0.9659258127212520,-0.008983182720839980,0.25724443793296800,-0.027053993195295300,0.13182461261749300,0.6802168488502500,-1.3673275709152200,-0.1356278359889980,0.6802168488502500,-1.3673275709152200,-1.233121633529660,-0.1559077650308610,0.0,-0.6086240410804750,0.15780556201934800,0.0,-0.6086240410804750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1.0416666666666700,0.9659258127212520,-0.008983182720839980,0.25724443793296800,-0.027053993195295300,0.13182461261749300,0.6802168488502500,-1.3673275709152200,-0.1356278359889980,0.6802168488502500,-1.3673275709152200,-1.233121633529660,-0.1559077650308610,0.0,-0.6086240410804750,0.15780556201934800,0.0,-0.6086240410804750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1.0833333333333300,0.9659258127212520,-0.008983182720839980,0.25724443793296800,-0.027053993195295300,0.13182461261749300,0.6802168488502500,-1.3673275709152200,-0.1356278359889980,0.6802168488502500,-1.3673275709152200,-1.233121633529660,-0.1559077650308610,0.0,-0.6086240410804750,0.15780556201934800,0.0,-0.6086240410804750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1.125,0.9659258127212520,-0.008983182720839980,0.25724443793296800,-0.027053993195295300,0.13182461261749300,0.6802168488502500,-1.3673275709152200,-0.1356278359889980,0.6802168488502500,-1.3673275709152200,-1.233121633529660,-0.1559077650308610,0.0,-0.6086240410804750,0.15780556201934800,0.0,-0.6086240410804750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1.1666666666666700,0.9659258127212520,-0.008983182720839980,0.25724443793296800,-0.027053993195295300,0.13182461261749300,0.6802168488502500,-1.3673275709152200,-0.1356278359889980,0.6802168488502500,-1.3673275709152200,-1.233121633529660,-0.1559077650308610,0.0,-0.6086240410804750,0.15780556201934800,0.0,-0.6086240410804750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1.2083333333333300,0.9659258127212520,-0.008983182720839980,0.25724443793296800,-0.027053993195295300,0.13182461261749300,0.6802168488502500,-1.3673275709152200,-0.1356278359889980,0.6802168488502500,-1.3673275709152200,-1.233121633529660,-0.1559077650308610,0.0,-0.6086240410804750,0.15780556201934800,0.0,-0.6086240410804750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
