frame,time_sec,base_qw,base_qx,base_qy,base_qz,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,qdot1,qdot2,qdot3,qdot4,qdot5,qdot6,qdot7,qdot8,qdot9,qdot10,qdot11,qdot12
17,0.6666666666666670,0.9988114833831790,0.0,-0.048739876598119700,0.0,0.13182461261749300,-0.0398002453148365,-1.0755943059921300,-0.1356278359889980,-0.0398002453148365,-1.0755943059921300,-0.1559077650308610,0.9711290597915650,-0.8047699332237240,0.15780556201934800,0.9711290597915650,-0.8047699332237240,0.0,-8.15770098567009,15.877507209777800,0.0,-8.15770098567009,15.877507209777800,0.0,-3.4785804748535200,8.689385890960690,0.0,-3.4785804748535200,8.689385890960690
18,0.7083333333333330,1.0,0.0,0.0,0.0,0.13182461261749300,-0.275494247674942,-0.6841753721237180,-0.1356278359889980,-0.275494247674942,-0.6841753721237180,-0.1559077650308610,0.860083818435669,-0.6967799067497250,0.15780556201934800,0.860083818435669,-0.6967799067497250,0.0,-5.656656056642530,9.394054412841800,0.0,-5.656656056642530,9.394054412841800,0.0,-2.665085792541500,2.591760635375980,0.0,-2.665085792541500,2.591760635375980
19,0.75,0.998009204864502,0.0,0.06306859850883480,0.0,0.13182461261749300,-0.36340442299842800,-0.7093130350112920,-0.1356278359889980,-0.36340442299842800,-0.7093130350112920,-0.1559077650308610,0.9711291193962100,-1.1002168655395500,0.15780556201934800,0.9711291193962100,-1.1002168655395500,0.0,-2.109844207763670,-0.6033039093017580,0.0,-2.109844207763670,-0.6033039093017580,0.0,2.6650872230529800,-9.68248701095581,0.0,2.6650872230529800,-9.68248701095581
20,0.7916666666666670,0.9932335615158080,0.0,0.11613477021455800,0.0,0.13182461261749300,-0.28524184226989700,-0.9825285077095030,-0.1356278359889980,-0.28524184226989700,-0.9825285077095030,-0.1559077650308610,1.116070032119750,-1.712562918663030,0.15780556201934800,1.116070032119750,-1.712562918663030,0.0,1.8759019374847400,-6.55717134475708,0.0,1.8759019374847400,-6.55717134475708,0.0,3.4785819053649900,-14.696305274963400,0.0,3.4785819053649900,-14.696305274963400
21,0.8333333333333330,0.9914449453353880,0.0,0.13052621483802800,0.0,0.13182461261749300,0.0,-1.2977553606033300,-0.1356278359889980,0.0,-1.2977553606033300,-0.1559077650308610,1.0356413125991800,-1.9955416917800900,0.15780556201934800,1.0356413125991800,-1.9955416917800900,0.0,6.845804214477540,-7.565444469451900,0.0,6.845804214477540,-7.565444469451900,0.0,-1.9302892684936500,-6.79149055480957,0.0,-1.9302892684936500,-6.79149055480957
22,0.875,0.9959061741828920,0.0,0.09039377421140670,0.0,0.13182461261749300,0.526309609413147,-1.4784756898880000,-0.1356278359889980,0.526309609413147,-1.4784756898880000,-0.1559077650308610,0.5243856906890870,-1.6783512830734300,0.15780556201934800,0.5243856906890870,-1.6783512830734300,0.0,12.631430625915500,-4.337287902832030,0.0,12.631430625915500,-4.337287902832030,0.0,-12.270134925842300,7.612569808959960,0.0,-12.270134925842300,7.612569808959960
23,0.9166666666666670,0.9995301961898800,0.0,0.030650023370981200,0.0,0.13182461261749300,1.0640095472335800,-1.546169400215150,-0.1356278359889980,1.0640095472335800,-1.546169400215150,-0.1559077650308610,-0.13478893041610700,-1.0847017765045200,0.15780556201934800,-0.13478893041610700,-1.0847017765045200,0.0,12.90479850769040,-1.6246490478515600,0.0,12.90479850769040,-1.6246490478515600,0.0,-15.820190906524700,14.247588157653800,0.0,-15.820190906524700,14.247588157653800
24,0.9583333333333330,1.0,0.0,0.0,0.0,0.13182461261749300,1.2937169075012200,-1.5585014820098900,-0.1356278359889980,1.2937169075012200,-1.5585014820098900,-0.1559077650308610,-0.4297752380371090,-0.7811021208763120,0.15780556201934800,-0.4297752380371090,-0.7811021208763120,0.0,5.51297664642334,-0.29596996307373000,0.0,5.51297664642334,-0.29596996307373000,0.0,-7.079671382904050,7.286391735076900,0.0,-7.079671382904050,7.286391735076900
25,1.0,1.0,0.0,0.0,0.0,0.13182461261749300,1.2937169075012200,-1.5585014820098900,-0.1356278359889980,1.2937169075012200,-1.5585014820098900,-0.1559077650308610,-0.4297752380371090,-0.7811021208763120,0.15780556201934800,-0.4297752380371090,-0.7811021208763120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1.0416666666666700,1.0,0.0,0.0,0.0,0.13182461261749300,1.2937169075012200,-1.5585014820098900,-0.1356278359889980,1.2937169075012200,-1.5585014820098900,-0.1559077650308610,-0.4297752380371090,-0.7811021208763120,0.15780556201934800,-0.4297752380371090,-0.7811021208763120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,1.0833333333333300,1.0,0.0,0.0,0.0,0.13182461261749300,1.2937169075012200,-1.5585014820098900,-0.1356278359889980,1.2937169075012200,-1.5585014820098900,-0.1559077650308610,-0.4297752380371090,-0.7811021208763120,0.15780556201934800,-0.4297752380371090,-0.7811021208763120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1.125,1.0,0.0,0.0,0.0,0.13182461261749300,1.2937169075012200,-1.5585014820098900,-0.1356278359889980,1.2937169075012200,-1.5585014820098900,-0.1559077650308610,-0.4297752380371090,-0.7811021208763120,0.15780556201934800,-0.4297752380371090,-0.7811021208763120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1.1666666666666700,1.0,0.0,0.0,0.0,0.13182461261749300,1.2937169075012200,-1.5585014820098900,-0.1356278359889980,1.2937169075012200,-1.5585014820098900,-0.1559077650308610,-0.4297752380371090,-0.7811021208763120,0.15780556201934800,-0.4297752380371090,-0.7811021208763120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1.2083333333333300,1.0,0.0,0.0,0.0,0.13182461261749300,1.2937169075012200,-1.5585014820098900,-0.1356278359889980,1.2937169075012200,-1.5585014820098900,-0.1559077650308610,-0.4297752380371090,-0.7811021208763120,0.15780556201934800,-0.4297752380371090,-0.7811021208763120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
