frame,time_sec,base_qw,base_qx,base_qy,base_qz,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,qdot1,qdot2,qdot3,qdot4,qdot5,qdot6,qdot7,qdot8,qdot9,qdot10,qdot11,qdot12
13,0.5,0.9989296197891235,0.0,-0.046256303787231445,0.0,0.13182461261749268,1.284714698791504,-1.8074843883514404,-0.1356278359889984,1.2739953994750977,-1.8129231929779053,-0.1559077650308609,-0.1347888559103012,-0.8833036422729492,0.15780556201934814,-0.14711007475852966,-0.8776657581329346,0.0,-0.21605300903320312,-5.975589752197266,0.0,0.5100374221801758,-6.178044319152832,0.0,7.079673171043396,-2.452836513519287,0.0,6.825229883193969,-2.3327035903930664
14,0.5416666666666666,0.9971074461936951,0.0,-0.07600517570972443,0.0,0.13182461261749268,1.0418530702590942,-2.111118793487549,-0.1356278359889984,1.0483955144882202,-2.0720512866973877,-0.1559077650308609,0.5243858695030212,-1.2137278318405151,0.15780556201934814,0.473732054233551,-1.196237325668335,0.0,-5.828679084777832,-7.287225723266602,0.0,-5.414397239685059,-6.219074249267578,0.0,15.820193409919739,-7.930180549621582,0.0,14.90021109580994,-7.645717620849609
15,0.5833333333333334,0.9961947202682495,0.0,-0.08715575188398361,0.0,0.13182461261749268,0.6802168488502502,-2.180323362350464,-0.1356278359889984,0.6806433200836182,-2.10603928565979,-0.1559077650308609,1.0356413125991821,-1.3924822807312012,0.15780556201934814,0.915108323097229,-1.364955186843872,0.0,-8.679269313812256,-1.660909652709961,0.0,-8.82605266571045,-0.8157119750976562,0.0,12.270130634307861,-4.290106773376465,0.0,10.593030452728271,-4.049228668212891
16,0.625,0.996954619884491,0.0,-0.07798396795988083,0.0,0.13182461261749268,0.30010396242141724,-1.7371571063995361,-0.1356278359889984,0.28430360555648804,-1.7265948057174683,-0.1559077650308609,1.1160699129104614,-1.16682767868042,0.15780556201934814,0.9855505228042603,-1.122277021408081,0.0,-9.122709274291992,10.635990142822266,0.0,-9.512153148651123,9.106667518615723,0.0,1.9302864074707031,5.41571044921875,0.0,1.69061279296875,5.824275970458984
17,0.6666666666666666,0.9988114833831787,0.0,-0.048739876598119736,0.0,0.13182461261749268,-0.0398002453148365,-1.0755943059921265,-0.1356278359889984,-0.08328883349895477,-1.1315195560455322,-0.1559077650308609,0.9711290597915649,-0.8047699332237244,0.15780556201934814,0.8853642344474792,-0.7527726888656616,0.0,-8.15770098567009,15.877507209777832,0.0,-8.822218537330627,14.281805992126465,0.0,-3.4785804748535165,8.689385890960693,0.0,-2.4044709205627446,8.868103981018066
18,0.7083333333333334,1.0,0.0,0.0,0.0,0.13182461261749268,-0.275494247674942,-0.6841753721237183,-0.1356278359889984,-0.3405008912086487,-0.7368475198745728,-0.1559077650308609,0.860083818435669,-0.6967799067497253,0.15780556201934814,0.7961416840553284,-0.6430373191833496,0.0,-5.656656056642532,9.394054412841797,0.0,-6.173089385032654,9.472128868103027,0.0,-2.665085792541504,2.591760635375977,0.0,-2.141341209411621,2.6336488723754883
19,0.75,0.998009204864502,0.0,0.06306859850883484,0.0,0.13182461261749268,-0.36340442299842834,-0.7093130350112915,-0.1356278359889984,-0.4174109101295471,-0.7456476092338562,-0.1559077650308609,0.9711291193962097,-1.1002168655395508,0.15780556201934814,0.8853642344474792,-1.042227864265442,0.0,-2.109844207763672,-0.6033039093017578,0.0,-1.845840454101563,-0.2112021446228028,0.0,2.6650872230529785,-9.68248701095581,0.0,2.141341209411621,-9.580573081970215
20,0.7916666666666666,0.9932335615158081,0.0,0.11613477021455765,0.0,0.13182461261749268,-0.28524184226989746,-0.9825285077095032,-0.1356278359889984,-0.309764564037323,-1.0055551528930664,-0.1559077650308609,1.116070032119751,-1.712562918663025,0.15780556201934814,0.9855505228042603,-1.698123812675476,0.0,1.8759019374847412,-6.55717134475708,0.0,2.583512306213379,-6.237781047821045,0.0,3.4785819053649902,-14.696305274963379,0.0,2.4044709205627446,-15.74150276184082
21,0.8333333333333334,0.9914449453353882,0.0,0.13052621483802795,0.0,0.13182461261749268,0.0,-1.2977553606033325,-0.1356278359889984,-0.0,-1.3088009357452393,-0.1559077650308609,1.0356413125991821,-1.9955416917800903,0.15780556201934814,0.915108323097229,-2.011420488357544,0.0,6.845804214477539,-7.565444469451904,0.0,7.434349536895751,-7.2778987884521475,0.0,-1.9302892684936523,-6.79149055480957,0.0,-1.69061279296875,-7.519120216369629
22,0.875,0.9959061741828918,0.0,0.09039377421140671,0.0,0.13182461261749268,0.526309609413147,-1.4784756898880005,-0.1356278359889984,0.5313712954521179,-1.4859447479248047,-0.1559077650308609,0.5243856906890869,-1.6783512830734253,0.15780556201934814,0.4737318754196167,-1.6758906841278076,0.0,12.631430625915527,-4.337287902832031,0.0,12.75291109085083,-4.25145149230957,0.0,-12.270134925842285,7.612569808959961,0.0,-10.593034744262695,8.052715301513672
23,0.9166666666666666,0.9995301961898804,0.0,0.030650023370981216,0.0,0.13182461261749268,1.0640095472335815,-1.546169400215149,-0.1356278359889984,1.0515457391738892,-1.5489425659179688,-0.1559077650308609,-0.13478893041610718,-1.0847017765045166,0.15780556201934814,-0.14711016416549683,-1.0781147480010986,0.0,12.90479850769043,-1.6246490478515625,0.0,12.48418664932251,-1.5119476318359375,0.0,-15.820190906524658,14.247588157653809,0.0,-14.900208950042725,14.346622467041016
